"","x"
"25899","people"
"25900","family"
"25901","shopping"
"25902","people"
"25903","family"
"25904","none"
"25905","family"
"25906","school"
"25907","people"
"25908","family"
"25909","people"
"25910","people"
"25911","shopping"
"25912","none"
"25913","family"
"25914","school"
"25915","shopping"
"25916","food"
"25917","shopping"
"25918","food"
"25919","food"
"25920","food"
"25921","shopping"
"25922","shopping"
"25923","shopping"
"25924","none"
"25925","none"
"25926","people"
"25927","food"
"25928","family"
"25929","people"
"25930","pets"
"25931","food"
"25932","work"
"25933","work"
"25934","food"
"25935","food"
"25936","people"
"25937","none"
"25938","none"
"25939","none"
"25940","none"
"25941","shopping"
"25942","food"
"25943","people"
"25944","none"
"25945","people"
"25946","none"
"25947","entertainment"
"25948","entertainment"
"25949","pets"
"25950","none"
"25951","exercise"
"25952","none"
"25953","people"
"25954","pets"
"25955","people"
"25956","food"
"25957","pets"
"25958","entertainment"
"25959","family"
"25960","none"
"25961","pets"
"25962","food"
"25963","exercise"
"25964","none"
"25965","entertainment"
"25966","pets"
"25967","family"
"25968","food"
"25969","people"
"25970","pets"
"25971","food"
"25972","food"
"25973","none"
"25974","food"
"25975","family"
"25976","none"
"25977","none"
"25978","none"
"25979","food"
"25980","people"
"25981","family"
"25982","family"
"25983","food"
"25984","family"
"25985","family"
"25986","family"
"25987","people"
"25988","entertainment"
"25989","family"
"25990","exercise"
"25991","entertainment"
"25992","shopping"
"25993","none"
"25994","food"
"25995","food"
"25996","people"
"25997","food"
"25998","entertainment"
"25999","pets"
"26000","food"
"26001","none"
"26002","none"
"26003","people"
"26004","people"
"26005","family"
"26006","none"
"26007","family"
"26008","family"
"26009","family"
"26010","none"
"26011","none"
"26012","food"
"26013","family"
"26014","people"
"26015","people"
"26016","family"
"26017","family"
"26018","family"
"26019","food"
"26020","none"
"26021","food"
"26022","work"
"26023","food"
"26024","family"
"26025","none"
"26026","none"
"26027","food"
"26028","none"
"26029","none"
"26030","none"
"26031","exercise"
"26032","food"
"26033","entertainment"
"26034","food"
"26035","family"
"26036","family"
"26037","food"
"26038","family"
"26039","none"
"26040","none"
"26041","food"
"26042","work"
"26043","family"
"26044","food"
"26045","work"
"26046","entertainment"
"26047","exercise"
"26048","exercise"
"26049","none"
"26050","food"
"26051","food"
"26052","family"
"26053","exercise"
"26054","entertainment"
"26055","none"
"26056","entertainment"
"26057","people"
"26058","none"
"26059","people"
"26060","none"
"26061","exercise"
"26062","none"
"26063","none"
"26064","none"
"26065","people"
"26066","food"
"26067","food"
"26068","pets"
"26069","entertainment"
"26070","food"
"26071","people"
"26072","food"
"26073","entertainment"
"26074","none"
"26075","none"
"26076","food"
"26077","food"
"26078","entertainment"
"26079","none"
"26080","exercise"
"26081","family"
"26082","people"
"26083","none"
"26084","food"
"26085","none"
"26086","none"
"26087","family"
"26088","people"
"26089","family"
"26090","people"
"26091","people"
"26092","food"
"26093","entertainment"
"26094","exercise"
"26095","food"
"26096","school"
"26097","family"
"26098","exercise"
"26099","none"
"26100","pets"
"26101","none"
"26102","work"
"26103","exercise"
"26104","exercise"
"26105","none"
"26106","none"
"26107","entertainment"
"26108","family"
"26109","food"
"26110","exercise"
"26111","pets"
"26112","family"
"26113","none"
"26114","exercise"
"26115","none"
"26116","people"
"26117","none"
"26118","people"
"26119","none"
"26120","people"
"26121","food"
"26122","people"
"26123","food"
"26124","none"
"26125","exercise"
"26126","food"
"26127","school"
"26128","food"
"26129","people"
"26130","none"
"26131","none"
"26132","family"
"26133","people"
"26134","family"
"26135","food"
"26136","none"
"26137","food"
"26138","food"
"26139","food"
"26140","none"
"26141","people"
"26142","work"
"26143","family"
"26144","none"
"26145","family"
"26146","none"
"26147","exercise"
"26148","people"
"26149","food"
"26150","entertainment"
"26151","entertainment"
"26152","none"
"26153","work"
"26154","people"
"26155","family"
"26156","family"
"26157","family"
"26158","family"
"26159","entertainment"
"26160","family"
"26161","family"
"26162","exercise"
"26163","family"
"26164","entertainment"
"26165","none"
"26166","entertainment"
"26167","family"
"26168","food"
"26169","family"
"26170","none"
"26171","food"
"26172","none"
"26173","food"
"26174","none"
"26175","exercise"
"26176","none"
"26177","people"
"26178","none"
"26179","people"
"26180","people"
"26181","exercise"
"26182","none"
"26183","none"
"26184","none"
"26185","people"
"26186","food"
"26187","food"
"26188","food"
"26189","food"
"26190","food"
"26191","none"
"26192","none"
"26193","none"
"26194","none"
"26195","exercise"
"26196","people"
"26197","food"
"26198","exercise"
"26199","exercise"
"26200","exercise"
"26201","family"
"26202","shopping"
"26203","shopping"
"26204","people"
"26205","people"
"26206","none"
"26207","family"
"26208","family"
"26209","none"
"26210","work"
"26211","food"
"26212","family"
"26213","none"
"26214","none"
"26215","none"
"26216","pets"
"26217","pets"
"26218","none"
"26219","exercise"
"26220","exercise"
"26221","none"
"26222","none"
"26223","work"
"26224","none"
"26225","none"
"26226","people"
"26227","none"
"26228","people"
"26229","family"
"26230","none"
"26231","none"
"26232","food"
"26233","shopping"
"26234","family"
"26235","family"
"26236","entertainment"
"26237","people"
"26238","food"
"26239","none"
"26240","none"
"26241","work"
"26242","none"
"26243","exercise"
"26244","food"
"26245","entertainment"
"26246","entertainment"
"26247","none"
"26248","food"
"26249","people"
"26250","exercise"
"26251","none"
"26252","entertainment"
"26253","exercise"
"26254","food"
"26255","pets"
"26256","food"
"26257","people"
"26258","entertainment"
"26259","none"
"26260","none"
"26261","people"
"26262","work"
"26263","none"
"26264","exercise"
"26265","none"
"26266","family"
"26267","family"
"26268","exercise"
"26269","pets"
"26270","shopping"
"26271","exercise"
"26272","none"
"26273","exercise"
"26274","entertainment"
"26275","family"
"26276","family"
"26277","family"
"26278","family"
"26279","shopping"
"26280","family"
"26281","family"
"26282","none"
"26283","family"
"26284","entertainment"
"26285","shopping"
"26286","family"
"26287","none"
"26288","work"
"26289","none"
"26290","entertainment"
"26291","people"
"26292","none"
"26293","family"
"26294","people"
"26295","entertainment"
"26296","family"
"26297","none"
"26298","none"
"26299","people"
"26300","family"
"26301","people"
"26302","people"
"26303","food"
"26304","people"
"26305","family"
"26306","people"
"26307","work"
"26308","people"
"26309","people"
"26310","family"
"26311","people"
"26312","none"
"26313","family"
"26314","family"
"26315","none"
"26316","work"
"26317","people"
"26318","work"
"26319","family"
"26320","none"
"26321","exercise"
"26322","family"
"26323","none"
"26324","family"
"26325","people"
"26326","people"
"26327","people"
"26328","family"
"26329","food"
"26330","family"
"26331","people"
"26332","exercise"
"26333","people"
"26334","exercise"
"26335","entertainment"
"26336","exercise"
"26337","none"
"26338","none"
"26339","family"
"26340","people"
"26341","exercise"
"26342","none"
"26343","none"
"26344","people"
"26345","exercise"
"26346","entertainment"
"26347","family"
"26348","people"
"26349","entertainment"
"26350","none"
"26351","work"
"26352","work"
"26353","family"
"26354","food"
"26355","people"
"26356","people"
"26357","none"
"26358","people"
"26359","people"
"26360","people"
"26361","none"
"26362","none"
"26363","family"
"26364","family"
"26365","exercise"
"26366","school"
"26367","exercise"
"26368","none"
"26369","food"
"26370","food"
"26371","family"
"26372","school"
"26373","none"
"26374","family"
"26375","none"
"26376","food"
"26377","none"
"26378","family"
"26379","work"
"26380","family"
"26381","family"
"26382","none"
"26383","none"
"26384","food"
"26385","work"
"26386","exercise"
"26387","none"
"26388","people"
"26389","family"
"26390","shopping"
"26391","none"
"26392","none"
"26393","shopping"
"26394","none"
"26395","food"
"26396","food"
"26397","entertainment"
"26398","entertainment"
"26399","none"
"26400","people"
"26401","none"
"26402","people"
"26403","people"
"26404","family"
"26405","entertainment"
"26406","family"
"26407","people"
"26408","family"
"26409","exercise"
"26410","people"
"26411","none"
"26412","family"
"26413","none"
"26414","family"
"26415","entertainment"
"26416","none"
"26417","school"
"26418","shopping"
"26419","shopping"
"26420","entertainment"
"26421","none"
"26422","none"
"26423","entertainment"
"26424","school"
"26425","shopping"
"26426","none"
"26427","none"
"26428","none"
"26429","none"
"26430","none"
"26431","none"
"26432","school"
"26433","shopping"
"26434","family"
"26435","family"
"26436","food"
"26437","exercise"
"26438","family"
"26439","people"
"26440","pets"
"26441","none"
"26442","exercise"
"26443","people"
"26444","none"
"26445","people"
"26446","entertainment"
"26447","none"
"26448","food"
"26449","family"
"26450","shopping"
"26451","work"
"26452","none"
"26453","entertainment"
"26454","shopping"
"26455","entertainment"
"26456","entertainment"
"26457","work"
"26458","work"
"26459","family"
"26460","food"
"26461","none"
"26462","family"
"26463","people"
"26464","people"
"26465","none"
"26466","none"
"26467","food"
"26468","pets"
"26469","people"
"26470","none"
"26471","family"
"26472","food"
"26473","shopping"
"26474","none"
"26475","family"
"26476","none"
"26477","family"
"26478","people"
"26479","none"
"26480","people"
"26481","family"
"26482","school"
"26483","family"
"26484","family"
"26485","food"
"26486","exercise"
"26487","family"
"26488","food"
"26489","food"
"26490","food"
"26491","none"
"26492","school"
"26493","none"
"26494","none"
"26495","exercise"
"26496","food"
"26497","none"
"26498","people"
"26499","none"
"26500","food"
"26501","food"
"26502","none"
"26503","entertainment"
"26504","none"
"26505","people"
"26506","people"
"26507","none"
"26508","none"
"26509","entertainment"
"26510","food"
"26511","people"
"26512","entertainment"
"26513","people"
"26514","none"
"26515","none"
"26516","none"
"26517","people"
"26518","none"
"26519","entertainment"
"26520","food"
"26521","work"
"26522","food"
"26523","none"
"26524","none"
"26525","food"
"26526","pets"
"26527","family"
"26528","none"
"26529","food"
"26530","school"
"26531","people"
"26532","work"
"26533","family"
"26534","family"
"26535","none"
"26536","none"
"26537","none"
"26538","people"
"26539","entertainment"
"26540","people"
"26541","entertainment"
"26542","family"
"26543","entertainment"
"26544","family"
"26545","school"
"26546","family"
"26547","exercise"
"26548","work"
"26549","family"
"26550","people"
"26551","none"
"26552","none"
"26553","people"
"26554","none"
"26555","school"
"26556","family"
"26557","people"
"26558","work"
"26559","people"
"26560","food"
"26561","food"
"26562","none"
"26563","none"
"26564","none"
"26565","family"
"26566","people"
"26567","none"
"26568","none"
"26569","people"
"26570","pets"
"26571","people"
"26572","school"
"26573","pets"
"26574","none"
"26575","food"
"26576","none"
"26577","none"
"26578","none"
"26579","none"
"26580","none"
"26581","none"
"26582","none"
"26583","shopping"
"26584","family"
"26585","food"
"26586","family"
"26587","none"
"26588","exercise"
"26589","food"
"26590","food"
"26591","family"
"26592","family"
"26593","none"
"26594","food"
"26595","food"
"26596","work"
"26597","none"
"26598","work"
"26599","food"
"26600","pets"
"26601","family"
"26602","none"
"26603","food"
"26604","people"
"26605","food"
"26606","none"
"26607","food"
"26608","pets"
"26609","none"
"26610","people"
"26611","work"
"26612","shopping"
"26613","people"
"26614","food"
"26615","school"
"26616","entertainment"
"26617","food"
"26618","family"
"26619","family"
"26620","family"
"26621","exercise"
"26622","exercise"
"26623","exercise"
"26624","none"
"26625","family"
"26626","food"
"26627","people"
"26628","people"
"26629","people"
"26630","none"
"26631","work"
"26632","food"
"26633","people"
"26634","people"
"26635","shopping"
"26636","exercise"
"26637","food"
"26638","none"
"26639","work"
"26640","family"
"26641","family"
"26642","family"
"26643","family"
"26644","food"
"26645","family"
"26646","people"
"26647","exercise"
"26648","work"
"26649","work"
"26650","none"
"26651","school"
"26652","family"
"26653","people"
"26654","family"
"26655","none"
"26656","pets"
"26657","people"
"26658","food"
"26659","food"
"26660","food"
"26661","entertainment"
"26662","none"
"26663","family"
"26664","people"
"26665","pets"
"26666","food"
"26667","family"
"26668","none"
"26669","pets"
"26670","pets"
"26671","none"
"26672","entertainment"
"26673","people"
"26674","none"
"26675","family"
"26676","people"
"26677","none"
"26678","entertainment"
"26679","family"
"26680","family"
"26681","family"
"26682","family"
"26683","family"
"26684","work"
"26685","entertainment"
"26686","people"
"26687","food"
"26688","people"
"26689","food"
"26690","people"
"26691","pets"
"26692","none"
"26693","family"
"26694","shopping"
"26695","pets"
"26696","entertainment"
"26697","food"
"26698","food"
"26699","shopping"
"26700","exercise"
"26701","food"
"26702","none"
"26703","none"
"26704","shopping"
"26705","none"
"26706","food"
"26707","entertainment"
"26708","exercise"
"26709","none"
"26710","exercise"
"26711","people"
"26712","people"
"26713","none"
"26714","food"
"26715","none"
"26716","none"
"26717","none"
"26718","family"
"26719","family"
"26720","family"
"26721","family"
"26722","none"
"26723","exercise"
"26724","exercise"
"26725","exercise"
"26726","shopping"
"26727","exercise"
"26728","family"
"26729","food"
"26730","exercise"
"26731","school"
"26732","people"
"26733","none"
"26734","school"
"26735","entertainment"
"26736","entertainment"
"26737","entertainment"
"26738","entertainment"
"26739","pets"
"26740","family"
"26741","family"
"26742","food"
"26743","family"
"26744","none"
"26745","exercise"
"26746","pets"
"26747","entertainment"
"26748","people"
"26749","people"
"26750","entertainment"
"26751","entertainment"
"26752","food"
"26753","entertainment"
"26754","entertainment"
"26755","food"
"26756","food"
"26757","people"
"26758","people"
"26759","people"
"26760","people"
"26761","people"
"26762","family"
"26763","family"
"26764","people"
"26765","school"
"26766","family"
"26767","people"
"26768","people"
"26769","family"
"26770","family"
"26771","entertainment"
"26772","people"
"26773","entertainment"
"26774","people"
"26775","people"
"26776","entertainment"
"26777","entertainment"
"26778","food"
"26779","food"
"26780","food"
"26781","entertainment"
"26782","food"
"26783","food"
"26784","entertainment"
"26785","exercise"
"26786","work"
"26787","people"
"26788","food"
"26789","entertainment"
"26790","people"
"26791","none"
"26792","family"
"26793","food"
"26794","food"
"26795","none"
"26796","food"
"26797","food"
"26798","none"
"26799","family"
"26800","family"
"26801","school"
"26802","food"
"26803","none"
"26804","entertainment"
"26805","entertainment"
"26806","exercise"
"26807","family"
"26808","work"
"26809","work"
"26810","family"
"26811","pets"
"26812","work"
"26813","none"
"26814","none"
"26815","people"
"26816","people"
"26817","food"
"26818","none"
"26819","entertainment"
"26820","food"
"26821","people"
"26822","family"
"26823","work"
"26824","people"
"26825","people"
"26826","none"
"26827","work"
"26828","family"
"26829","people"
"26830","entertainment"
"26831","food"
"26832","pets"
"26833","family"
"26834","family"
"26835","people"
"26836","people"
"26837","people"
"26838","family"
"26839","exercise"
"26840","people"
"26841","pets"
"26842","people"
"26843","family"
"26844","family"
"26845","none"
"26846","none"
"26847","shopping"
"26848","shopping"
"26849","family"
"26850","none"
"26851","none"
"26852","none"
"26853","none"
"26854","none"
"26855","people"
"26856","food"
"26857","pets"
"26858","none"
"26859","none"
"26860","none"
"26861","entertainment"
"26862","family"
"26863","food"
"26864","work"
"26865","pets"
"26866","entertainment"
"26867","none"
"26868","family"
"26869","pets"
"26870","shopping"
"26871","entertainment"
"26872","entertainment"
"26873","exercise"
"26874","shopping"
"26875","exercise"
"26876","food"
"26877","none"
"26878","food"
"26879","people"
"26880","none"
"26881","family"
"26882","people"
"26883","people"
"26884","none"
"26885","none"
"26886","entertainment"
"26887","work"
"26888","family"
"26889","family"
"26890","food"
"26891","food"
"26892","work"
"26893","food"
"26894","people"
"26895","work"
"26896","none"
"26897","none"
"26898","none"
"26899","none"
"26900","none"
"26901","food"
"26902","none"
"26903","none"
"26904","people"
"26905","people"
"26906","none"
"26907","exercise"
"26908","people"
"26909","none"
"26910","none"
"26911","exercise"
"26912","none"
"26913","food"
"26914","entertainment"
"26915","exercise"
"26916","exercise"
"26917","work"
"26918","food"
"26919","none"
"26920","food"
"26921","pets"
"26922","none"
"26923","food"
"26924","pets"
"26925","exercise"
"26926","exercise"
"26927","family"
"26928","food"
"26929","exercise"
"26930","entertainment"
"26931","food"
"26932","family"
"26933","none"
"26934","family"
"26935","family"
"26936","none"
"26937","people"
"26938","food"
"26939","family"
"26940","none"
"26941","family"
"26942","none"
"26943","none"
"26944","family"
"26945","family"
"26946","family"
"26947","exercise"
"26948","people"
"26949","family"
"26950","none"
"26951","none"
"26952","shopping"
"26953","entertainment"
"26954","none"
"26955","people"
"26956","work"
"26957","people"
"26958","people"
"26959","none"
"26960","food"
"26961","none"
"26962","entertainment"
"26963","none"
"26964","food"
"26965","entertainment"
"26966","none"
"26967","none"
"26968","family"
"26969","exercise"
"26970","exercise"
"26971","none"
"26972","food"
"26973","entertainment"
"26974","family"
"26975","none"
"26976","family"
"26977","family"
"26978","people"
"26979","family"
"26980","school"
"26981","none"
"26982","none"
"26983","work"
"26984","none"
"26985","work"
"26986","none"
"26987","none"
"26988","exercise"
"26989","none"
"26990","food"
"26991","family"
"26992","food"
"26993","none"
"26994","none"
"26995","exercise"
"26996","food"
"26997","people"
"26998","none"
"26999","food"
"27000","none"
"27001","none"
"27002","none"
"27003","people"
"27004","exercise"
"27005","work"
"27006","food"
"27007","food"
"27008","none"
"27009","people"
"27010","people"
"27011","none"
"27012","none"
"27013","none"
"27014","people"
"27015","none"
"27016","people"
"27017","food"
"27018","food"
"27019","people"
"27020","entertainment"
"27021","none"
"27022","food"
"27023","none"
"27024","shopping"
"27025","entertainment"
"27026","none"
"27027","food"
"27028","entertainment"
"27029","entertainment"
"27030","entertainment"
"27031","pets"
"27032","none"
"27033","food"
"27034","none"
"27035","family"
"27036","food"
"27037","family"
"27038","shopping"
"27039","entertainment"
"27040","people"
"27041","none"
"27042","entertainment"
"27043","food"
"27044","shopping"
"27045","people"
"27046","none"
"27047","food"
"27048","none"
"27049","people"
"27050","none"
"27051","pets"
"27052","food"
"27053","people"
"27054","family"
"27055","entertainment"
"27056","school"
"27057","people"
"27058","people"
"27059","school"
"27060","none"
"27061","school"
"27062","none"
"27063","people"
"27064","family"
"27065","exercise"
"27066","people"
"27067","none"
"27068","people"
"27069","none"
"27070","shopping"
"27071","people"
"27072","none"
"27073","entertainment"
"27074","entertainment"
"27075","food"
"27076","school"
"27077","food"
"27078","shopping"
"27079","family"
"27080","family"
"27081","family"
"27082","family"
"27083","work"
"27084","none"
"27085","entertainment"
"27086","food"
"27087","entertainment"
"27088","food"
"27089","none"
"27090","shopping"
"27091","entertainment"
"27092","work"
"27093","work"
"27094","shopping"
"27095","none"
"27096","shopping"
"27097","none"
"27098","people"
"27099","people"
"27100","none"
"27101","none"
"27102","none"
"27103","school"
"27104","shopping"
"27105","school"
"27106","pets"
"27107","school"
"27108","none"
"27109","food"
"27110","entertainment"
"27111","pets"
"27112","people"
"27113","food"
"27114","people"
"27115","family"
"27116","people"
"27117","people"
"27118","entertainment"
"27119","family"
"27120","food"
"27121","family"
"27122","family"
"27123","people"
"27124","none"
"27125","family"
"27126","family"
"27127","none"
"27128","family"
"27129","family"
"27130","none"
"27131","exercise"
"27132","family"
"27133","people"
"27134","exercise"
"27135","family"
"27136","family"
"27137","family"
"27138","none"
"27139","work"
"27140","people"
"27141","work"
"27142","entertainment"
"27143","people"
"27144","none"
"27145","none"
"27146","none"
"27147","people"
"27148","work"
"27149","exercise"
"27150","food"
"27151","family"
"27152","food"
"27153","food"
"27154","family"
"27155","work"
"27156","food"
"27157","family"
"27158","food"
"27159","pets"
"27160","people"
"27161","family"
"27162","school"
"27163","family"
"27164","family"
"27165","people"
"27166","people"
"27167","entertainment"
"27168","entertainment"
"27169","family"
"27170","people"
"27171","entertainment"
"27172","family"
"27173","family"
"27174","none"
"27175","work"
"27176","none"
"27177","food"
"27178","family"
"27179","food"
"27180","food"
"27181","food"
"27182","none"
"27183","food"
"27184","entertainment"
"27185","shopping"
"27186","entertainment"
"27187","family"
"27188","none"
"27189","food"
"27190","family"
"27191","none"
"27192","exercise"
"27193","food"
"27194","family"
"27195","none"
"27196","food"
"27197","family"
"27198","people"
"27199","people"
"27200","people"
"27201","people"
"27202","food"
"27203","family"
"27204","shopping"
"27205","shopping"
"27206","food"
"27207","none"
"27208","none"
"27209","people"
"27210","family"
"27211","family"
"27212","none"
"27213","people"
"27214","family"
"27215","school"
"27216","entertainment"
"27217","none"
"27218","people"
"27219","pets"
"27220","entertainment"
"27221","shopping"
"27222","none"
"27223","shopping"
"27224","family"
"27225","shopping"
"27226","food"
"27227","none"
"27228","work"
"27229","food"
"27230","food"
"27231","work"
"27232","entertainment"
"27233","entertainment"
"27234","family"
"27235","family"
"27236","none"
"27237","none"
"27238","family"
"27239","family"
"27240","none"
"27241","none"
"27242","none"
"27243","none"
"27244","food"
"27245","entertainment"
"27246","none"
"27247","exercise"
"27248","entertainment"
"27249","family"
"27250","pets"
"27251","entertainment"
"27252","none"
"27253","entertainment"
"27254","people"
"27255","none"
"27256","family"
"27257","entertainment"
"27258","exercise"
"27259","people"
"27260","none"
"27261","none"
"27262","school"
"27263","people"
"27264","work"
"27265","school"
"27266","food"
"27267","none"
"27268","family"
"27269","family"
"27270","people"
"27271","entertainment"
"27272","exercise"
"27273","people"
"27274","entertainment"
"27275","people"
"27276","none"
"27277","work"
"27278","none"
"27279","work"
"27280","entertainment"
"27281","people"
"27282","food"
"27283","people"
"27284","family"
"27285","entertainment"
"27286","food"
"27287","none"
"27288","family"
"27289","none"
"27290","food"
"27291","family"
"27292","food"
"27293","entertainment"
"27294","entertainment"
"27295","none"
"27296","exercise"
"27297","none"
"27298","exercise"
"27299","shopping"
"27300","people"
"27301","entertainment"
"27302","food"
"27303","people"
"27304","shopping"
"27305","none"
"27306","food"
"27307","food"
"27308","none"
"27309","none"
"27310","family"
"27311","entertainment"
"27312","food"
"27313","none"
"27314","none"
"27315","shopping"
"27316","none"
"27317","family"
"27318","food"
"27319","exercise"
"27320","exercise"
"27321","none"
"27322","food"
"27323","exercise"
"27324","none"
"27325","none"
"27326","food"
"27327","food"
"27328","food"
"27329","entertainment"
"27330","entertainment"
"27331","none"
"27332","family"
"27333","exercise"
"27334","school"
"27335","school"
"27336","none"
"27337","people"
"27338","pets"
"27339","entertainment"
"27340","people"
"27341","family"
"27342","pets"
"27343","entertainment"
"27344","entertainment"
"27345","none"
"27346","family"
"27347","family"
"27348","none"
"27349","family"
"27350","none"
"27351","none"
"27352","none"
"27353","none"
"27354","food"
"27355","exercise"
"27356","none"
"27357","none"
"27358","food"
"27359","work"
"27360","family"
"27361","family"
"27362","family"
"27363","family"
"27364","food"
"27365","family"
"27366","family"
"27367","food"
"27368","none"
"27369","none"
"27370","none"
"27371","none"
"27372","none"
"27373","entertainment"
"27374","people"
"27375","people"
"27376","family"
"27377","family"
"27378","people"
"27379","family"
"27380","family"
"27381","food"
"27382","none"
"27383","none"
"27384","pets"
"27385","none"
"27386","none"
"27387","shopping"
"27388","none"
"27389","none"
"27390","people"
"27391","exercise"
"27392","people"
"27393","none"
"27394","none"
"27395","family"
"27396","none"
"27397","entertainment"
"27398","food"
"27399","family"
"27400","people"
"27401","food"
"27402","none"
"27403","entertainment"
"27404","none"
"27405","none"
"27406","food"
"27407","people"
"27408","none"
"27409","school"
"27410","school"
"27411","entertainment"
"27412","family"
"27413","people"
"27414","exercise"
"27415","entertainment"
"27416","food"
"27417","family"
"27418","entertainment"
"27419","food"
"27420","food"
"27421","people"
"27422","school"
"27423","family"
"27424","entertainment"
"27425","people"
"27426","exercise"
"27427","family"
"27428","none"
"27429","none"
"27430","none"
"27431","none"
"27432","none"
"27433","none"
"27434","none"
"27435","shopping"
"27436","pets"
"27437","entertainment"
"27438","shopping"
"27439","none"
"27440","pets"
"27441","none"
"27442","family"
"27443","food"
"27444","work"
"27445","family"
"27446","none"
"27447","exercise"
"27448","family"
"27449","none"
"27450","food"
"27451","exercise"
"27452","family"
"27453","family"
"27454","people"
"27455","none"
"27456","family"
"27457","people"
"27458","family"
"27459","family"
"27460","people"
"27461","pets"
"27462","food"
"27463","family"
"27464","people"
"27465","people"
"27466","family"
"27467","family"
"27468","family"
"27469","people"
"27470","family"
"27471","family"
"27472","none"
"27473","entertainment"
"27474","none"
"27475","family"
"27476","family"
"27477","family"
"27478","people"
"27479","shopping"
"27480","family"
"27481","none"
"27482","people"
"27483","family"
"27484","family"
"27485","people"
"27486","pets"
"27487","shopping"
"27488","food"
"27489","entertainment"
"27490","entertainment"
"27491","entertainment"
"27492","none"
"27493","people"
"27494","none"
"27495","family"
"27496","none"
"27497","none"
"27498","people"
"27499","none"
"27500","none"
"27501","none"
"27502","none"
"27503","none"
"27504","none"
"27505","none"
"27506","none"
"27507","none"
"27508","none"
"27509","food"
"27510","family"
"27511","food"
"27512","entertainment"
"27513","shopping"
"27514","entertainment"
"27515","food"
"27516","people"
"27517","people"
"27518","none"
"27519","none"
"27520","none"
"27521","entertainment"
"27522","work"
"27523","people"
"27524","none"
"27525","shopping"
"27526","food"
"27527","food"
"27528","entertainment"
"27529","people"
"27530","shopping"
"27531","none"
"27532","pets"
"27533","people"
"27534","none"
"27535","exercise"
"27536","family"
"27537","family"
"27538","none"
"27539","food"
"27540","none"
"27541","people"
"27542","family"
"27543","pets"
"27544","food"
"27545","none"
"27546","exercise"
"27547","food"
"27548","exercise"
"27549","work"
"27550","food"
"27551","none"
"27552","none"
"27553","family"
"27554","people"
"27555","family"
"27556","family"
"27557","people"
"27558","people"
"27559","food"
"27560","none"
"27561","none"
"27562","none"
"27563","none"
"27564","people"
"27565","pets"
"27566","entertainment"
"27567","work"
"27568","exercise"
"27569","exercise"
"27570","none"
"27571","none"
"27572","food"
"27573","people"
"27574","shopping"
"27575","exercise"
"27576","food"
"27577","none"
"27578","people"
"27579","none"
"27580","shopping"
"27581","food"
"27582","work"
"27583","food"
"27584","people"
"27585","pets"
"27586","food"
"27587","people"
"27588","family"
"27589","none"
"27590","none"
"27591","none"
"27592","none"
"27593","family"
"27594","none"
"27595","exercise"
"27596","exercise"
"27597","family"
"27598","none"
"27599","none"
"27600","people"
"27601","pets"
"27602","people"
"27603","none"
"27604","entertainment"
"27605","entertainment"
"27606","people"
"27607","none"
"27608","shopping"
"27609","none"
"27610","none"
"27611","school"
"27612","food"
"27613","food"
"27614","people"
"27615","food"
"27616","none"
"27617","school"
"27618","entertainment"
"27619","none"
"27620","school"
"27621","pets"
"27622","none"
"27623","family"
"27624","shopping"
"27625","none"
"27626","family"
"27627","shopping"
"27628","none"
"27629","shopping"
"27630","none"
"27631","school"
"27632","school"
"27633","people"
"27634","exercise"
"27635","food"
"27636","people"
"27637","people"
"27638","family"
"27639","food"
"27640","people"
"27641","people"
"27642","exercise"
"27643","none"
"27644","none"
"27645","people"
"27646","none"
"27647","people"
"27648","none"
"27649","exercise"
"27650","none"
"27651","none"
"27652","family"
"27653","people"
"27654","none"
"27655","none"
"27656","shopping"
"27657","none"
"27658","school"
"27659","none"
"27660","none"
"27661","none"
"27662","people"
"27663","none"
"27664","food"
"27665","entertainment"
"27666","entertainment"
"27667","food"
"27668","exercise"
"27669","food"
"27670","none"
"27671","school"
"27672","food"
"27673","entertainment"
"27674","family"
"27675","work"
"27676","family"
"27677","none"
"27678","people"
"27679","entertainment"
"27680","food"
"27681","pets"
"27682","exercise"
"27683","people"
"27684","people"
"27685","food"
"27686","none"
"27687","pets"
"27688","people"
"27689","people"
"27690","food"
"27691","family"
"27692","school"
"27693","none"
"27694","exercise"
"27695","people"
"27696","exercise"
"27697","people"
"27698","none"
"27699","none"
"27700","none"
"27701","none"
"27702","none"
"27703","work"
"27704","none"
"27705","none"
"27706","people"
"27707","food"
"27708","none"
"27709","exercise"
"27710","people"
"27711","entertainment"
"27712","family"
"27713","food"
"27714","family"
"27715","food"
"27716","none"
"27717","people"
"27718","people"
"27719","food"
"27720","shopping"
"27721","exercise"
"27722","family"
"27723","entertainment"
"27724","food"
"27725","none"
"27726","family"
"27727","food"
"27728","none"
"27729","entertainment"
"27730","none"
"27731","none"
"27732","none"
"27733","family"
"27734","people"
"27735","food"
"27736","food"
"27737","exercise"
"27738","exercise"
"27739","family"
"27740","family"
"27741","family"
"27742","none"
"27743","food"
"27744","work"
"27745","food"
"27746","work"
"27747","people"
"27748","family"
"27749","none"
"27750","work"
"27751","food"
"27752","none"
"27753","entertainment"
"27754","none"
"27755","none"
"27756","people"
"27757","people"
"27758","people"
"27759","none"
"27760","food"
"27761","entertainment"
"27762","school"
"27763","none"
"27764","pets"
"27765","none"
